"hiato_fp","hiatofpl","hiatoehp21"
"-0.0011561974759571","-0.008230556261162","-0.011684733834779"
"-0.0030137614567861","-0.0084773586352095","-0.01495938580552"
"-0.0030309571595323","-0.0072468248204853","-0.016884083390873"
"-0.00056864543753573","-0.0038597720610047","-0.010828767609273"
"0.0019174593558125","-0.00069529551080517","-0.0039445021034481"
"0.0066336030411146","0.0045519617466249","0.0055048125935046"
"0.0064926517181253","0.0048964773379108","0.011816707772323"
"0.011099407190625","0.010027902363797","0.016945184045838"
"0.014663838220207","0.014214356461152","0.015375870501215"
"0.0081028670220666","0.0083826674046676","0.0050743804270569"
"-0.0054221268260767","-0.0043613161357986","-0.0061950459027469"
"-0.011304809800962","-0.0095036339934804","-0.016410278006156"
"-0.0065850841985068","-0.0041612356836313","0.0011181582848835"
"-0.0051961035174238","-0.0023093857138181","-0.00076007331800462"
"-0.010035104842562","-0.0068653942206258","0.0041870291525395"
"-0.0052892676308952","-0.0020193547977324","0.0070223229218405"
"0.0036032798987494","0.0068122162544965","-0.0048091866589947"
"-0.0057029306791251","-0.0026908637793875","-0.0205449844121"
"-0.013840043334816","-0.011156064862617","-0.020527370284485"
"-0.0038341974969904","-0.0015923476225317","-0.018266371166933"
"0.0018322583713202","0.003572801278448","-0.012603327358788"
"-0.00043180347073936","0.00081090408304526","0.0044951089171212"
"0.0042603897895611","0.0050594570117044","0.0069297858846284"
"0.0070017209693806","0.0074505181168467","0.0059903421865028"
"0.0086990035265128","0.0089053809233172","0.0038027539681215"
"0.0023815511841851","0.0024293774008566","0.0065759851406527"
"-0.006886901149408","-0.0069755988870011","-0.012289511168366"
"-0.010431143005991","-0.010704420927085","-0.0081808343062133"
"-0.0031792115819186","-0.0037248924036788","-0.0029914763548617"
"-0.004150524053117","-0.0050538223920663","-0.011077561143761"
"-0.0018635152158081","-0.0031794283535642","-0.0069593985212645"
"-0.00081176459036294","-0.0025427919457358","-0.0037665536035713"
"0.0030886647874852","0.0010110414319666","0.0051429683122574"
"0.0039520922616698","0.0016766647232993","0.0064676128879976"
"0.0062843864203336","0.0040395136360161","0.0061035331011458"
"0.012443524875397","0.010528671361216","0.012879088338738"
"0.01667573226138","0.015438188482931","0.013906094060088"
"0.01632357727985","0.01610867167368","0.022959803504584"
"0.01616207441093","0.017240497168454","0.026666417547986"
"-0.002768357726409","-0.0002836815126596","-0.0194284033229"
"-0.030332055885247","-0.026560139970982","-0.043116892308311"
"-0.028760430678697","-0.024045095210943","-0.039081361930171"
"-0.02258474531933","-0.017391064996445","-0.026038886974286"
"-0.011875583518032","-0.0066762052371247","-0.0081856202305694"
"-0.0051578681588969","-0.00035452387016342","0.0020338674936884"
"0.0018693952560211","0.005979809089473","0.0045189840913377"
"0.0021210864359307","0.0053429402439664","0.0042925167302558"
"0.0041043419904806","0.0063147039605425","0.0093029798684197"
"0.0013537208197127","0.0024714324530912","0.015199095031743"
"0.0036951203588399","0.0036534305117841","0.016753663601413"
"0.00014935977369597","-0.0011225845039417","0.0074860644306724"
"-0.0018773327147748","-0.0044666967450537","0.0090786520171686"
"-0.0012732034892361","-0.005279306222317","-0.010044590377303"
"-0.00022745486345441","-0.0057400276425596","0.0017656162392122"
"0.0027329342531665","-0.0043370637369088","0.013965105764162"
"0.0029296200140255","-0.0056801220364136","0.010129597565958"
"0.011525381378458","0.0014918828478161","0.012276574374755"
"0.01554001964901","0.0043223300990658","0.024056176464204"
"0.019043611384028","0.0070112124541632","0.026611350439252"
"0.023068973724753","0.010709815321421","0.026745613180974"
"0.028747295694131","0.016642584095831","0.035011371694813"
"0.025838174633809","0.014616545220093","0.020043260716386"
"0.015892173505152","0.0061593622485451","0.020536069634653"
"0.015177872935407","0.0074539238474948","0.026919408991929"
"0.011870939608267","0.0051436675162282","0.020620401069423"
"0.0012485534195102","-0.0070614371172495","-0.001435703431046"
"-0.0076117208840681","-0.017272182408727","-0.015242279942315"
"-0.010305939381891","-0.022094784849185","-0.020947172476052"
"-0.015800368732493","-0.031742232975705","-0.033977695301932"
"-0.016233857543524","-0.036185763531144","-0.028201721185497"
"-0.017391078910466","-0.041108164048567","-0.031355574249708"
"-0.022868993742114","-0.050055780658271","-0.031946398523036"
"-0.017973812927273","-0.048295078894881","-0.019728933259642"
"-0.013926666519294","-0.047021736578658","-0.011078954654262"
"-0.010124149815655","-0.045618130407067","-0.0073564164975054"
"-0.0066045391526296","-0.044117022282945","-0.0030409722665678"
"0.00020389260585753","-0.038947498230415","0.0034493399419517"
"0.0072078159171133","-0.033207828789337","0.002568411973088"
"0.0084146219393521","-0.032895436365786","0.011972079784554"
"0.004897264675389","-0.036937675636289","0.0068418779168206"
"-0.00052705100050863","-0.042512391267208","0.0084963283262838"
"0.0035498681672217","-0.038203378753186","0.013405476001434"
"0.007407453715554","-0.033723524714331","0.013267119936643"
"0.0055246105074429","-0.034584023777168","0.016166842071709"
"0.0067820084954256","-0.031889675820065","-0.0093514773386669"
"-0.086284324631583","-0.12308647010345","-0.10269368629895"
"-0.019182856501346","-0.053660652449101","-0.02997119157426"
"-0.0028015805743177","-0.034531922214408","-0.0011058043795163"
"-0.004999769838811","-0.033603247569919","0.0032299604374213"
"-0.012201153495138","-0.03734380388604","-0.0033327066702973"
"0.0023187251685445","-0.019077705477174","-0.0043671597503432"
"0.0080301483368223","-0.0093908669059133","0.0012409076024392"
"0.0093763175199689","-0.0038948342059347","0.0050855209339935"
"0.016725676298419","0.0077291075019587","0.0095982496691551"
"0.022647368064511","0.015784566199357","0.0081736986858638"
"0.011708697391045","0.0071896233502346","0.0031110308789118"
"0.0021056454854142","0.0017690207721478","0.015239778329954"
"0.0080313296999603","0.0080098259317584","0.018314106357251"
"0.0089708875225576","0.0090824440942001","0.012385166101718"
